STATE,DISTRICT,YEAR,Murder,Rape,Kidnapping Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against STs,CRIME_GROUP,SOURCE_FILE,SOURCE_ROW_ID,SOURCE_RECORD_ID,DUPLICATE_KEY_FLAG,DATA_QUALITY_FLAG,UNIT_NAME,UNIT_TYPE,SOURCE_QUALITY_STATUS
ANDHRA PRADESH,ADILABAD,2001,0,1,2,0,0,0,2,0,0,13,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,0,02_District_wise_crimes_committed_against_ST_2001_2012.csv::0,False,UNIQUE,ADILABAD,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,ANANTAPUR,2001,0,0,0,0,0,0,7,0,1,6,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,1,02_District_wise_crimes_committed_against_ST_2001_2012.csv::1,False,UNIQUE,ANANTAPUR,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,CHITTOOR,2001,0,0,0,0,0,0,2,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,2,02_District_wise_crimes_committed_against_ST_2001_2012.csv::2,False,UNIQUE,CHITTOOR,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,CUDDAPAH,2001,0,0,0,0,0,0,2,0,2,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,3,02_District_wise_crimes_committed_against_ST_2001_2012.csv::3,False,UNIQUE,CUDDAPAH,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,EAST GODAVARI,2001,0,0,0,0,0,0,0,0,0,14,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,4,02_District_wise_crimes_committed_against_ST_2001_2012.csv::4,False,UNIQUE,EAST GODAVARI,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,GUNTAKAL RLY.,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,5,02_District_wise_crimes_committed_against_ST_2001_2012.csv::5,False,UNIQUE,GUNTAKAL RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,GUNTUR,2001,0,2,1,0,0,0,10,0,3,19,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,6,02_District_wise_crimes_committed_against_ST_2001_2012.csv::6,False,UNIQUE,GUNTUR,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,HYDERABAD CITY,2001,0,0,0,0,0,0,0,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,7,02_District_wise_crimes_committed_against_ST_2001_2012.csv::7,False,UNIQUE,HYDERABAD CITY,SPECIAL_UNIT,VALID
ANDHRA PRADESH,KARIMNAGAR,2001,0,0,0,0,0,0,15,0,0,2,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,8,02_District_wise_crimes_committed_against_ST_2001_2012.csv::8,False,UNIQUE,KARIMNAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,KHAMMAM,2001,1,4,0,0,0,0,8,0,9,20,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,9,02_District_wise_crimes_committed_against_ST_2001_2012.csv::9,False,UNIQUE,KHAMMAM,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,KRISHNA,2001,0,0,1,0,0,0,6,0,24,18,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,10,02_District_wise_crimes_committed_against_ST_2001_2012.csv::10,False,UNIQUE,KRISHNA,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,KURNOOL,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,11,02_District_wise_crimes_committed_against_ST_2001_2012.csv::11,False,UNIQUE,KURNOOL,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,MAHABOOBNAGAR,2001,1,1,0,0,0,0,6,0,11,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,12,02_District_wise_crimes_committed_against_ST_2001_2012.csv::12,False,UNIQUE,MAHABOOBNAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,MEDAK,2001,0,1,0,0,0,1,0,0,4,3,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,13,02_District_wise_crimes_committed_against_ST_2001_2012.csv::13,False,UNIQUE,MEDAK,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,NALGONDA,2001,1,4,0,0,0,0,1,0,12,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,14,02_District_wise_crimes_committed_against_ST_2001_2012.csv::14,False,UNIQUE,NALGONDA,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,NELLORE,2001,1,1,0,0,0,0,3,0,11,12,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,15,02_District_wise_crimes_committed_against_ST_2001_2012.csv::15,False,UNIQUE,NELLORE,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,NIZAMABAD,2001,0,0,0,0,0,0,1,0,0,12,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,16,02_District_wise_crimes_committed_against_ST_2001_2012.csv::16,False,UNIQUE,NIZAMABAD,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,PRAKASHAM,2001,0,0,0,0,0,0,4,0,8,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,17,02_District_wise_crimes_committed_against_ST_2001_2012.csv::17,False,UNIQUE,PRAKASHAM,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,RANGA REDDY,2001,0,2,0,0,0,0,4,1,10,33,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,18,02_District_wise_crimes_committed_against_ST_2001_2012.csv::18,False,UNIQUE,RANGA REDDY,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,SECUNDERABAD RLY.,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,19,02_District_wise_crimes_committed_against_ST_2001_2012.csv::19,False,UNIQUE,SECUNDERABAD RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,SRIKAKULAM,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,20,02_District_wise_crimes_committed_against_ST_2001_2012.csv::20,False,UNIQUE,SRIKAKULAM,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,VIJAYAWADA,2001,0,0,1,0,0,0,31,4,1,14,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,21,02_District_wise_crimes_committed_against_ST_2001_2012.csv::21,False,UNIQUE,VIJAYAWADA,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,VIJAYAWADA RLY.,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,22,02_District_wise_crimes_committed_against_ST_2001_2012.csv::22,False,UNIQUE,VIJAYAWADA RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,VISAKHA RURAL,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,23,02_District_wise_crimes_committed_against_ST_2001_2012.csv::23,False,UNIQUE,VISAKHA RURAL,SPECIAL_UNIT,VALID
ANDHRA PRADESH,VISAKHAPATNAM,2001,0,0,0,0,0,0,0,0,2,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,24,02_District_wise_crimes_committed_against_ST_2001_2012.csv::24,False,UNIQUE,VISAKHAPATNAM,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,VIZIANAGARAM,2001,0,0,0,0,0,0,0,21,3,5,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,25,02_District_wise_crimes_committed_against_ST_2001_2012.csv::25,False,UNIQUE,VIZIANAGARAM,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,WARANGAL,2001,0,5,0,0,0,0,3,0,25,45,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,26,02_District_wise_crimes_committed_against_ST_2001_2012.csv::26,False,UNIQUE,WARANGAL,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,WEST GODAVARI,2001,0,0,0,0,0,0,1,0,3,2,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,27,02_District_wise_crimes_committed_against_ST_2001_2012.csv::27,False,UNIQUE,WEST GODAVARI,DISTRICT_OR_REPORTING_UNIT,VALID
ANDHRA PRADESH,TOTAL,2001,4,21,5,0,0,1,106,26,129,220,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,28,02_District_wise_crimes_committed_against_ST_2001_2012.csv::28,False,UNIQUE,TOTAL,AGGREGATE,VALID
ARUNACHAL PRADESH,CHANGLANG,2001,0,0,0,0,0,0,4,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,29,02_District_wise_crimes_committed_against_ST_2001_2012.csv::29,False,UNIQUE,CHANGLANG,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,DIBANG VALLEY,2001,0,0,2,0,0,0,2,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,30,02_District_wise_crimes_committed_against_ST_2001_2012.csv::30,False,UNIQUE,DIBANG VALLEY,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,KAMENG EAST,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,31,02_District_wise_crimes_committed_against_ST_2001_2012.csv::31,False,UNIQUE,KAMENG EAST,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,KAMENG WEST,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,32,02_District_wise_crimes_committed_against_ST_2001_2012.csv::32,False,UNIQUE,KAMENG WEST,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,LOHIT,2001,1,0,1,0,0,0,0,0,0,6,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,33,02_District_wise_crimes_committed_against_ST_2001_2012.csv::33,False,UNIQUE,LOHIT,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,PAPUM PARE,2001,1,1,1,0,0,0,6,0,0,17,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,34,02_District_wise_crimes_committed_against_ST_2001_2012.csv::34,False,UNIQUE,PAPUM PARE,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,SIANG EAST,2001,2,2,1,0,0,0,0,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,35,02_District_wise_crimes_committed_against_ST_2001_2012.csv::35,False,UNIQUE,SIANG EAST,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,SIANG UPPER,2001,0,1,0,0,0,1,6,0,0,4,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,36,02_District_wise_crimes_committed_against_ST_2001_2012.csv::36,False,UNIQUE,SIANG UPPER,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,SIANG WEST,2001,0,1,2,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,37,02_District_wise_crimes_committed_against_ST_2001_2012.csv::37,False,UNIQUE,SIANG WEST,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,SUBANSIRI LOWER,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,38,02_District_wise_crimes_committed_against_ST_2001_2012.csv::38,False,UNIQUE,SUBANSIRI LOWER,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,SUBANSIRI UPPER,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,39,02_District_wise_crimes_committed_against_ST_2001_2012.csv::39,False,UNIQUE,SUBANSIRI UPPER,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,TAWANG,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,40,02_District_wise_crimes_committed_against_ST_2001_2012.csv::40,False,UNIQUE,TAWANG,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,TIRAP,2001,0,0,0,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,41,02_District_wise_crimes_committed_against_ST_2001_2012.csv::41,False,UNIQUE,TIRAP,DISTRICT_OR_REPORTING_UNIT,VALID
ARUNACHAL PRADESH,TOTAL,2001,4,5,7,0,0,1,18,0,0,37,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,42,02_District_wise_crimes_committed_against_ST_2001_2012.csv::42,False,UNIQUE,TOTAL,AGGREGATE,VALID
ASSAM,BARPETA,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,43,02_District_wise_crimes_committed_against_ST_2001_2012.csv::43,False,UNIQUE,BARPETA,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,BONGAIGAON,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,44,02_District_wise_crimes_committed_against_ST_2001_2012.csv::44,False,UNIQUE,BONGAIGAON,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,C.I.D.,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,45,02_District_wise_crimes_committed_against_ST_2001_2012.csv::45,False,UNIQUE,C.I.D.,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,CACHAR,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,46,02_District_wise_crimes_committed_against_ST_2001_2012.csv::46,False,UNIQUE,CACHAR,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,DARRANG,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,47,02_District_wise_crimes_committed_against_ST_2001_2012.csv::47,False,UNIQUE,DARRANG,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,DHEMAJI,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,48,02_District_wise_crimes_committed_against_ST_2001_2012.csv::48,False,UNIQUE,DHEMAJI,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,DHUBRI,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,49,02_District_wise_crimes_committed_against_ST_2001_2012.csv::49,False,UNIQUE,DHUBRI,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,DIBRUGARH,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,50,02_District_wise_crimes_committed_against_ST_2001_2012.csv::50,False,UNIQUE,DIBRUGARH,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,G.R.P.,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,51,02_District_wise_crimes_committed_against_ST_2001_2012.csv::51,False,UNIQUE,G.R.P.,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,GOALPARA,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,52,02_District_wise_crimes_committed_against_ST_2001_2012.csv::52,False,UNIQUE,GOALPARA,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,GOLAGHAT,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,53,02_District_wise_crimes_committed_against_ST_2001_2012.csv::53,False,UNIQUE,GOLAGHAT,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,GUWAHATI CITY,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,54,02_District_wise_crimes_committed_against_ST_2001_2012.csv::54,False,UNIQUE,GUWAHATI CITY,SPECIAL_UNIT,VALID
ASSAM,HAILAKANDI,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,55,02_District_wise_crimes_committed_against_ST_2001_2012.csv::55,False,UNIQUE,HAILAKANDI,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,JORHAT,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,56,02_District_wise_crimes_committed_against_ST_2001_2012.csv::56,False,UNIQUE,JORHAT,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,KAMRUP,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,57,02_District_wise_crimes_committed_against_ST_2001_2012.csv::57,False,UNIQUE,KAMRUP,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,KARBI ANGLONG,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,58,02_District_wise_crimes_committed_against_ST_2001_2012.csv::58,False,UNIQUE,KARBI ANGLONG,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,KARIMGANJ,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,59,02_District_wise_crimes_committed_against_ST_2001_2012.csv::59,False,UNIQUE,KARIMGANJ,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,KOKRAJHAR,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,60,02_District_wise_crimes_committed_against_ST_2001_2012.csv::60,False,UNIQUE,KOKRAJHAR,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,LAKHIMPUR,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,61,02_District_wise_crimes_committed_against_ST_2001_2012.csv::61,False,UNIQUE,LAKHIMPUR,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,MORIGAON,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,62,02_District_wise_crimes_committed_against_ST_2001_2012.csv::62,False,UNIQUE,MORIGAON,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,N.C. HILLS,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,63,02_District_wise_crimes_committed_against_ST_2001_2012.csv::63,False,UNIQUE,N.C. HILLS,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,NAGAON,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,64,02_District_wise_crimes_committed_against_ST_2001_2012.csv::64,False,UNIQUE,NAGAON,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,NALBARI,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,65,02_District_wise_crimes_committed_against_ST_2001_2012.csv::65,False,UNIQUE,NALBARI,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,R.P.O.,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,66,02_District_wise_crimes_committed_against_ST_2001_2012.csv::66,False,UNIQUE,R.P.O.,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,SIBSAGAR,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,67,02_District_wise_crimes_committed_against_ST_2001_2012.csv::67,False,UNIQUE,SIBSAGAR,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,SONITPUR,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,68,02_District_wise_crimes_committed_against_ST_2001_2012.csv::68,False,UNIQUE,SONITPUR,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,TINSUKIA,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,69,02_District_wise_crimes_committed_against_ST_2001_2012.csv::69,False,UNIQUE,TINSUKIA,DISTRICT_OR_REPORTING_UNIT,VALID
ASSAM,TOTAL,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,70,02_District_wise_crimes_committed_against_ST_2001_2012.csv::70,False,UNIQUE,TOTAL,AGGREGATE,VALID
BIHAR,ARARIA,2001,1,1,1,0,0,0,0,0,0,1,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,71,02_District_wise_crimes_committed_against_ST_2001_2012.csv::71,False,UNIQUE,ARARIA,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,ARWAL,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,72,02_District_wise_crimes_committed_against_ST_2001_2012.csv::72,False,UNIQUE,ARWAL,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,AURANGABAD,2001,0,0,0,0,0,0,0,0,0,9,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,73,02_District_wise_crimes_committed_against_ST_2001_2012.csv::73,False,UNIQUE,AURANGABAD,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,BAGAHA,2001,0,0,0,0,0,0,0,6,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,74,02_District_wise_crimes_committed_against_ST_2001_2012.csv::74,False,UNIQUE,BAGAHA,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,BANKA,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,75,02_District_wise_crimes_committed_against_ST_2001_2012.csv::75,False,UNIQUE,BANKA,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,BEGUSARAI,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,76,02_District_wise_crimes_committed_against_ST_2001_2012.csv::76,False,UNIQUE,BEGUSARAI,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,BETTIAH,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,77,02_District_wise_crimes_committed_against_ST_2001_2012.csv::77,False,UNIQUE,BETTIAH,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,BHABHUA,2001,0,0,0,0,0,0,0,0,0,3,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,78,02_District_wise_crimes_committed_against_ST_2001_2012.csv::78,False,UNIQUE,BHABHUA,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,BHAGALPUR,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,79,02_District_wise_crimes_committed_against_ST_2001_2012.csv::79,False,UNIQUE,BHAGALPUR,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,BHOJPUR,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,80,02_District_wise_crimes_committed_against_ST_2001_2012.csv::80,False,UNIQUE,BHOJPUR,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,BUXAR,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,81,02_District_wise_crimes_committed_against_ST_2001_2012.csv::81,False,UNIQUE,BUXAR,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,DARBHANGA,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,82,02_District_wise_crimes_committed_against_ST_2001_2012.csv::82,False,UNIQUE,DARBHANGA,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,GAYA,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,83,02_District_wise_crimes_committed_against_ST_2001_2012.csv::83,False,UNIQUE,GAYA,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,GOPALGANJ,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,84,02_District_wise_crimes_committed_against_ST_2001_2012.csv::84,False,UNIQUE,GOPALGANJ,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,JAMALPUR RLY.,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,85,02_District_wise_crimes_committed_against_ST_2001_2012.csv::85,False,UNIQUE,JAMALPUR RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,JAMUI,2001,0,0,0,0,0,0,2,2,0,1,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,86,02_District_wise_crimes_committed_against_ST_2001_2012.csv::86,False,UNIQUE,JAMUI,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,JEHANABAD,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,87,02_District_wise_crimes_committed_against_ST_2001_2012.csv::87,False,UNIQUE,JEHANABAD,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,KATIHAR,2001,0,0,0,0,0,0,1,0,3,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,88,02_District_wise_crimes_committed_against_ST_2001_2012.csv::88,False,UNIQUE,KATIHAR,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,KATIHAR RLY.,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,89,02_District_wise_crimes_committed_against_ST_2001_2012.csv::89,False,UNIQUE,KATIHAR RLY.,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,KHAGARIA,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,90,02_District_wise_crimes_committed_against_ST_2001_2012.csv::90,False,UNIQUE,KHAGARIA,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,KISHANGANJ,2001,0,2,0,0,0,0,0,0,4,2,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,91,02_District_wise_crimes_committed_against_ST_2001_2012.csv::91,False,UNIQUE,KISHANGANJ,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,LAKHISARAI,2001,0,1,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,92,02_District_wise_crimes_committed_against_ST_2001_2012.csv::92,False,UNIQUE,LAKHISARAI,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,MADHEPURA,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,93,02_District_wise_crimes_committed_against_ST_2001_2012.csv::93,False,UNIQUE,MADHEPURA,DISTRICT_OR_REPORTING_UNIT,VALID
BIHAR,MADHUBANI,2001,0,0,0,0,0,0,0,0,0,0,ST,02_District_wise_crimes_committed_against_ST_2001_2012.csv,94,02_District_wise_crimes_committed_against_ST_2001_2012.csv::94,False,UNIQUE,MADHUBANI,DISTRICT_OR_REPORTING_UNIT,VALID
